Symbol,Name,MarketCap,Sector,Industry
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,129027570.7,n/a,n/a
FTSM,First Trust Enhanced Short Maturity ETF,614880942.8,n/a,n/a
FEP,First Trust Europe AlphaDEX Fund,253626061.9,n/a,n/a
FEUZ,First Trust Eurozone AlphaDEX ETF,6820068.2,n/a,n/a
FGM,First Trust Germany AlphaDEX Fund,119660077.2,n/a,n/a
FTGC,First Trust Global Tactical Commodity Strategy Fund,140287747,n/a,n/a
FTHI,First Trust High Income ETF,45415417.38,n/a,n/a
HYLS,First Trust High Yield Long/Short ETF,1159366598,n/a,n/a
FHK,First Trust Hong Kong AlphaDEX Fund,8792570.34,n/a,n/a
FTAG,First Trust Indxx Global Agriculture ETF,4635382.768,n/a,n/a
FTRI,First Trust Indxx Global Natural Resources Income ETF,10192522.65,n/a,n/a
FPXI,First Trust International IPO ETF,1377055.08,n/a,n/a
YDIV,First Trust International Multi-Asset Diversified Income Index,9262033.68,n/a,n/a
FJP,First Trust Japan AlphaDEX Fund,50510101.02,n/a,n/a
FEX,First Trust Large Cap Core AlphaDEX Fund,1565905604,n/a,n/a
FTC,First Trust Large Cap Growth AlphaDEX Fund,613139605.3,n/a,n/a
FTA,First Trust Large Cap Value AlphaDEX Fund,1013376100,n/a,n/a
FLN,First Trust Latin America AlphaDEX Fund,149703043.1,n/a,n/a
FTLB,First Trust Low Beta Income ETF,5302267.418,n/a,n/a
LMBS,First Trust Low Duration Opportunities ETF,427220104.2,n/a,n/a
FMB,First Trust Managed Municipal ETF,92304102.56,n/a,n/a
FMK,First Trust Mega Cap AlphaDEX Fund,16494559.98,n/a,n/a
FNX,First Trust Mid Cap Core AlphaDEX Fund,758144118.5,n/a,n/a
FNY,First Trust Mid Cap Growth AlphaDEX Fund,92152292.02,n/a,n/a
FNK,First Trust Mid Cap Value AlphaDEX Fund,76725068.2,n/a,n/a
FAD,First Trust Multi Cap Growth AlphaDEX Fund,92591347.23,n/a,n/a
FAB,First Trust Multi Cap Value AlphaDEX Fund,118039604.9,n/a,n/a
MDIV,First Trust Multi-Asset Diversified Income Index Fund,880768039.3,n/a,n/a
MCEF,First Trust Municipal CEF Income Opportunity ETF,7372676.863,n/a,n/a
QABA,First Trust NASDAQ ABA Community Bank Index Fund,491730106.3,n/a,n/a
FTXO,First Trust Nasdaq Bank ETF,26435610.65,n/a,n/a
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,55418413.09,n/a,n/a
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index,22363081.32,n/a,n/a
CIBR,First Trust NASDAQ Cybersecurity ETF,189720042.2,n/a,n/a
FTXG,First Trust Nasdaq Food & Beverage ETF,5160016.28,n/a,n/a
CARZ,First Trust NASDAQ Global Auto Index Fund,18180072.72,n/a,n/a
FTXN,First Trust Nasdaq Oil & Gas ETF,2119042.38,n/a,n/a
FTXH,First Trust Nasdaq Pharmaceuticals ETF,2016380.327,n/a,n/a
FTXD,First Trust Nasdaq Retail ETF,1983539.67,n/a,n/a
FTXL,First Trust Nasdaq Semiconductor ETF,9689208.446,n/a,n/a
FONE,First Trust NASDAQ Smartphone Index Fund,11252665.02,n/a,n/a
TDIV,First Trust NASDAQ Technology Dividend Index Fund,696678300,n/a,n/a
FTXR,First Trust Nasdaq Transportation ETF,2390047.8,n/a,n/a
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,455769102.4,n/a,n/a
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,100104614,n/a,n/a
QTEC,First Trust NASDAQ-100- Technology Index Fund,1829930118,n/a,n/a
AIRR,First Trust RBA American Industrial Renaissance ETF,202105048.7,n/a,n/a
QINC,First Trust RBA Quality Income ETF,28332047.22,n/a,n/a
RDVY,First Trust Rising Dividend Achievers ETF,119660553.8,n/a,n/a
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,8148108.64,n/a,n/a
RFDI,First Trust RiverFront Dynamic Developed International ETF,93568110.08,n/a,n/a
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,23508117.54,n/a,n/a
RFEU,First Trust RiverFront Dynamic Europe ETF,27256209.02,n/a,n/a
FTSL,First Trust Senior Loan Fund ETF,1127173597,n/a,n/a
FYX,First Trust Small Cap Core AlphaDEX Fund,532837609.3,n/a,n/a
FYC,First Trust Small Cap Growth AlphaDEX Fund,105864573,n/a,n/a
FYT,First Trust Small Cap Value AlphaDEX Fund,118369568.6,n/a,n/a
FKO,First Trust South Korea AlphaDEX Fund,4692046.92,n/a,n/a
FCVT,First Trust SSI Strategic Convertible Securities ETF,25488458.66,n/a,n/a
FDIV,First Trust Strategic Income ETF,89250102,n/a,n/a
FSZ,First Trust Switzerland AlphaDEX Fund,124459587.3,n/a,n/a
FTW,First Trust Taiwan AlphaDEX Fund,3371067.42,n/a,n/a
FIXD,First Trust TCW Opportunistic Fixed Income ETF,50120100.24,n/a,n/a
TUSA,First Trust Total US Market AlphaDEX ETF,8764948.433,n/a,n/a
FKU,First Trust United Kingdom AlphaDEX Fund,28823567.82,n/a,n/a
FUNC,First United Corporation,90931903.02,Finance,Major Banks
FUSB,"First US Bancshares, Inc.",79768946.4,Finance,Major Banks
SVVC,"Firsthand Technology Value Fund, Inc.",62715082.68,n/a,n/a
FSV,FirstService Corporation,1960560886,Finance,Real Estate
FISV,"Fiserv, Inc.",25211264125,Technology,EDP Services
FIVE,"Five Below, Inc.",2142078806,Consumer Services,Department/Specialty Retail Stores
FPRX,"Five Prime Therapeutics, Inc.",1224017378,Health Care,Major Pharmaceuticals
FVE,"Five Star Quality Care, Inc.",113879097.3,Health Care,Hospital/Nursing Management
FIVN,"Five9, Inc.",876229361,Technology,EDP Services
FLEX,Flex Ltd.,8836498083,Technology,Electrical Products
FLKS,"Flex Pharma, Inc.",75835889.8,Health Care,Major Pharmaceuticals
FLXN,"Flexion Therapeutics, Inc.",584131831.2,Health Care,Major Pharmaceuticals
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,40017010.02,n/a,n/a
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,12515050.06,n/a,n/a
MBSD,FlexShares Disciplined Duration MBS Index Fund,33586023.99,n/a,n/a
ASET,FlexShares Real Assets Allocation Index Fund,1971701.289,n/a,n/a
ESGG,FlexShares STOXX Global ESG Impact Index Fund,8294832.948,n/a,n/a
ESG,FlexShares STOXX US ESG Impact Index Fund,5606056.06,n/a,n/a
QLC,FlexShares US Quality Large Cap Index Fund,8886029.62,n/a,n/a
FPAY,"FlexShopper, Inc.",26177040,Technology,Diversified Commercial Services
FLXS,"Flexsteel Industries, Inc.",403606892.6,Consumer Durables,Home Furnishings
FLIR,"FLIR Systems, Inc.",4968382138,Capital Goods,Industrial Machinery/Components
FLDM,Fluidigm Corporation,174417658.6,Capital Goods,Biotechnology: Laboratory Analytical Instruments
FFIC,Flushing Financial Corporation,812029157.4,Finance,Major Banks
FOMX,Foamix Pharmaceuticals Ltd.,368542781.9,Consumer Durables,Specialty Chemicals
FOGO,"Fogo de Chao, Inc.",386729103.8,Consumer Services,Restaurants
FONR,Fonar Corporation,114423545.6,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FH,FORM Holdings Corp.,36035128.68,Miscellaneous,Multi-Sector Companies
FORM,"FormFactor, Inc.",785320215.9,Technology,Semiconductors
FORTY,Formula Systems (1985) Ltd.,8000117.35,Technology,EDP Services
FORR,"Forrester Research, Inc.",672244200,Consumer Services,Diversified Commercial Services
FRTA,"Forterra, Inc.",1284920117,Capital Goods,Building Materials
FTNT,"Fortinet, Inc.",6277872987,Technology,Computer peripheral equipment
FBIO,"Fortress Biotech, Inc.",164220292.3,Health Care,Major Pharmaceuticals
FWRD,Forward Air Corporation,1463122756,Transportation,Oil Refining/Marketing
FORD,"Forward Industries, Inc.",9561445.787,Consumer Non-Durables,Plastic Products
FWP,Forward Pharma A/S,312142866.3,Health Care,Major Pharmaceuticals
FOSL,"Fossil Group, Inc.",838476703.2,Consumer Non-Durables,Consumer Specialties
FMI,"Foundation Medicine, Inc.",992157474.4,Health Care,Medical Specialities
FOXF,Fox Factory Holding Corp.,1065288796,Consumer Non-Durables,Motor Vehicles
FRAN,Francesca&#39;s Holdings Corporation,627176286.4,Consumer Services,Clothing/Shoe/Accessory Stores
FELE,"Franklin Electric Co., Inc.",1961037586,Consumer Durables,Metal Fabrications
FRED,"Fred&#39;s, Inc.",617929968.2,Consumer Services,Department/Specialty Retail Stores
RAIL,"Freightcar America, Inc.",162859199.5,Capital Goods,Railroads
FEIM,"Frequency Electronics, Inc.",96462986.1,Capital Goods,Electrical Products
FRPT,"Freshpet, Inc.",341820915.5,Consumer Non-Durables,Packaged Foods
FTEO,"FRONTEO, Inc.",974941,n/a,n/a
FTR,Frontier Communications Corporation,3366587490,Public Utilities,Telecommunications Equipment
FTRPR,Frontier Communications Corporation,0,Public Utilities,Telecommunications Equipment
FRPH,"FRP Holdings, Inc.",366819998,Finance,Real Estate
FSBW,"FS Bancorp, Inc.",113813511.6,Finance,Banks
FSBC,"FSB Bancorp, Inc.",27573911.29,Finance,Savings Institutions
FTD,"FTD Companies, Inc.",655767260,Consumer Services,Other Consumer Services
FTEK,"Fuel Tech, Inc.",25556178.15,Capital Goods,Pollution Control Equipment
FCEL,"FuelCell Energy, Inc.",72975803.25,Miscellaneous,Industrial Machinery/Components
FLGT,"Fulgent Genetics, Inc.",190196514.6,Health Care,Medical Specialities
FORK,Fuling Global Inc.,50344944,Consumer Non-Durables,Plastic Products
FLL,"Full House Resorts, Inc.",52132115.64,Consumer Services,Hotels/Resorts
FULT,Fulton Financial Corporation,3342662400,Finance,Major Banks
FNCX,Function(x) Inc.,3487839.374,Technology,"Computer Software: Programming, Data Processing"
FSNN,"Fusion Telecommunications International, Inc.",25649288.18,Technology,Computer Software: Prepackaged Software
FFHL,"Fuwei Films (Holdings) Co., Ltd.",2645155.44,Capital Goods,Specialty Chemicals
GK,"G&K Services, Inc.",1869312997,Consumer Services,Other Consumer Services
WILC,"G. Willi-Food International,  Ltd.",84741843.2,Consumer Non-Durables,Food Distributors
FOANC,Gabelli NextShares Trust,0,n/a,n/a
MOGLC,Gabelli NextShares Trust,0,n/a,n/a
GAIA,"Gaia, Inc.",133342272.8,Consumer Services,Movies/Entertainment
GLPG,Galapagos NV,693990883.6,Health Care,Major Pharmaceuticals
GALT,Galectin Therapeutics Inc.,54758443.3,Health Care,Major Pharmaceuticals
GALTU,Galectin Therapeutics Inc.,0,Health Care,Major Pharmaceuticals
GALTW,Galectin Therapeutics Inc.,0,Health Care,Major Pharmaceuticals
GALE,"Galena Biopharma, Inc.",24298700.16,Health Care,Major Pharmaceuticals
GLMD,Galmed Pharmaceuticals Ltd.,60746130,Health Care,Major Pharmaceuticals
GLPI,"Gaming and Leisure Properties, Inc.",6720942023,Consumer Services,Real Estate Investment Trusts
GPIC,Gaming Partners International Corporation,91178831,Consumer Non-Durables,Recreational Products/Toys
GRMN,Garmin Ltd.,9708759455,Capital Goods,Industrial Machinery/Components
GARS,Garrison Capital Inc.,160654013.5,n/a,n/a
GDS,GDS Holdings Limited,159562343.3,Technology,"Computer Software: Programming, Data Processing"
GEMP,Gemphire Therapeutics Inc.,87140397,Health Care,Major Pharmaceuticals
GENC,Gencor Industries Inc.,211340959.2,Capital Goods,Construction/Ag Equipment/Trucks
GNCMA,"General Communication, Inc.",665693640,Public Utilities,Telecommunications Equipment
GFN,General Finance Corporation,133091048.2,Technology,Diversified Commercial Services
GFNCP,General Finance Corporation,0,Technology,Diversified Commercial Services
GFNSL,General Finance Corporation,0,Technology,Diversified Commercial Services
GENE,Genetic Technologies Ltd,14663164.38,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNUS,"Genius Brands International, Inc.",17031926,Consumer Services,Movies/Entertainment
GNMK,"GenMark Diagnostics, Inc.",576338520,Health Care,Medical/Dental Instruments
GNCA,"Genocea Biosciences, Inc.",139073626.7,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GHDX,"Genomic Health, Inc.",1041874571,Health Care,Medical Specialities
GNTX,Gentex Corporation,6199888509,Capital Goods,Auto Parts:O.E.M.
THRM,Gentherm Inc,1322472233,Capital Goods,Auto Parts:O.E.M.
GNVC,"GenVec, Inc.",15415224.96,Health Care,Major Pharmaceuticals
GTWN,"Georgetown Bancorp, Inc.",47679828,Finance,Major Banks
GEOS,Geospace Technologies Corporation,208101427.3,Capital Goods,Industrial Machinery/Components
GABC,"German American Bancorp, Inc.",729630339.2,Finance,Major Banks
GERN,Geron Corporation,348527755.9,Health Care,Major Pharmaceuticals
GEVO,"Gevo, Inc.",9322637.34,Basic Industries,Major Chemicals
ROCK,"Gibraltar Industries, Inc.",1288492315,Capital Goods,Steel/Iron Ore
GIGM,GigaMedia Limited,33267227.35,Technology,"Computer Software: Programming, Data Processing"
GIGA,Giga-tronics Incorporated,8117247.55,Capital Goods,Electrical Products
GIII,"G-III Apparel Group, LTD.",1212586300,Consumer Non-Durables,Apparel
GILT,Gilat Satellite Networks Ltd.,233279796.8,Technology,Radio And Television Broadcasting And Communications Equipment
GILD,"Gilead Sciences, Inc.",92461912506,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GBCI,"Glacier Bancorp, Inc.",2826848350,Finance,Major Banks
GLAD,Gladstone Capital Corporation,232978116.6,n/a,n/a
GLADO,Gladstone Capital Corporation,56247840,n/a,n/a
GOOD,Gladstone Commercial Corporation,511539036.2,Consumer Services,Real Estate
GOODM,Gladstone Commercial Corporation,0,Consumer Services,Real Estate
GOODO,Gladstone Commercial Corporation,29127315,Consumer Services,Real Estate
GOODP,Gladstone Commercial Corporation,25599900,Consumer Services,Real Estate
GAIN,Gladstone Investment Corporation,278492813.6,n/a,n/a
GAINM,Gladstone Investment Corporation,0,n/a,n/a
GAINN,Gladstone Investment Corporation,0,n/a,n/a
GAINO,Gladstone Investment Corporation,0,n/a,n/a
LAND,Gladstone Land Corporation,122604221.3,Consumer Services,Real Estate Investment Trusts
LANDP,Gladstone Land Corporation,0,Consumer Services,Real Estate Investment Trusts
GLBZ,Glen Burnie Bancorp,34928043.05,Finance,Major Banks
GBT,"Global Blood Therapeutics, Inc.",1204827964,Health Care,Major Pharmaceuticals
GLBR,"Global Brokerage, Inc.",14006397.5,Finance,Investment Bankers/Brokers/Service
ENT,Global Eagle Entertainment Inc.,405221284,Consumer Services,Telecommunications Equipment
GBLI,Global Indemnity Limited,550139684.8,Finance,Property-Casualty Insurers
GBLIZ,Global Indemnity Limited,0,Finance,Property-Casualty Insurers
GPAC,Global Partner Acquisition Corp.,192333403.1,Health Care,Hospital/Nursing Management
GPACU,Global Partner Acquisition Corp.,0,Health Care,Hospital/Nursing Management
GPACW,Global Partner Acquisition Corp.,0,Health Care,Hospital/Nursing Management
SELF,"Global Self Storage, Inc.",35600476.8,Consumer Services,Real Estate Investment Trusts
GSOL,Global Sources Ltd.,213762972.5,Consumer Services,Advertising
GWRS,"Global Water Resources, Inc.",166440761,Public Utilities,Water Supply
KRMA,Global X Conscious Companies ETF,0,n/a,n/a
FINX,Global X FinTech Thematic ETF,0,n/a,n/a
ACTX,Global X Guru Activist ETF,0,n/a,n/a
BFIT,Global X Health & Wellness Thematic ETF,0,n/a,n/a
SNSR,Global X Internet of Things Thematic ETF,0,n/a,n/a
LNGR,Global X Longevity Thematic ETF,0,n/a,n/a
MILN,Global X Millennials Thematic ETF,4125825,n/a,n/a
EFAS,Global X MSCI SuperDividend EAFE ETF,0,n/a,n/a
QQQC,Global X NASDAQ China Technology ETF,18088000,n/a,n/a
BOTZ,Global X Robotics & Artificial Intelligence Thematic ETF,0,n/a,n/a
CATH,Global X S&P 500 Catholic Values ETF,0,n/a,n/a
SOCL,Global X Social Media ETF,100803500,n/a,n/a
ALTY,Global X SuperDividend Alternatives ETF,0,n/a,n/a
SRET,Global X SuperDividend REIT ETF,2924000,n/a,n/a
YLCO,Global X Yieldco Index ETF,2777775,n/a,n/a
GLBS,Globus Maritime Limited,174054346.2,Transportation,Marine Transportation
GLUU,Glu Mobile Inc.,256249981.4,Technology,EDP Services
GLYC,"GlycoMimetics, Inc.",149000746.3,Health Care,Major Pharmaceuticals
GOGO,Gogo Inc.,922505362.5,Consumer Services,Telecommunications Equipment
GLNG,Golar LNG Limited,2806790000,Consumer Services,Marine Transportation
GMLP,Golar LNG Partners LP,1583708415,Consumer Services,Marine Transportation
GDEN,"Golden Entertainment, Inc.",261198340.5,Consumer Services,Services-Misc. Amusement & Recreation
GOGL,Golden Ocean Group Limited,744935299.8,Consumer Services,Marine Transportation
GBDC,"Golub Capital BDC, Inc.",1055027407,n/a,n/a
GTIM,Good Times Restaurants Inc.,36892650,Consumer Services,Restaurants
GPRO,"GoPro, Inc.",1256270018,Miscellaneous,Industrial Machinery/Components
GMAN,"Gordmans Stores, Inc.",11631639.37,Consumer Services,Clothing/Shoe/Accessory Stores
GSHTU,"Gores Holdings II, Inc.",0,Finance,Business Services
GOV,Government Properties Income Trust,1457723515,Finance,Real Estate
GOVNI,Government Properties Income Trust,0,Finance,Real Estate
GPIA,GP Investments Acquisition Corp.,216164062.5,Consumer Durables,Home Furnishings
GPIAU,GP Investments Acquisition Corp.,0,Consumer Durables,Home Furnishings
GPIAW,GP Investments Acquisition Corp.,0,Consumer Durables,Home Furnishings
LOPE,"Grand Canyon Education, Inc.",3083705708,Consumer Services,Other Consumer Services
GRVY,"GRAVITY Co., Ltd.",44492627.16,Miscellaneous,Business Services
FULLL,Great Elm Capital Corp.,0,n/a,n/a
GECC,Great Elm Capital Corp.,144099601.4,n/a,n/a
GEC,"Great Elm Capital Group, Inc.",76537332.3,Technology,Computer Software: Prepackaged Software
GLDD,Great Lakes Dredge & Dock Corporation,274233730.5,Basic Industries,Military/Government/Technical
GSBC,"Great Southern Bancorp, Inc.",707498750.9,Finance,Major Banks
GNBC,"Green Bancorp, Inc.",632494800,Finance,Major Banks
GRBK,"Green Brick Partners, Inc.",453202242.3,Capital Goods,Homebuilding
GPP,Green Plains Partners LP,631235955,Basic Industries,Major Chemicals
GPRE,"Green Plains, Inc.",899177292.3,Basic Industries,Major Chemicals
GCBC,"Greene County Bancorp, Inc.",190458553.6,Finance,Banks
GLRE,"Greenlight Reinsurance, Ltd.",842610673.9,Finance,Property-Casualty Insurers
GSUM,Gridsum Holding Inc.,92305900,Technology,Computer Software: Prepackaged Software
GRIF,"Griffin Industrial Realty, Inc.",150252625.8,Finance,Real Estate
GRFS,"Grifols, S.A.",2619968310,Health Care,Major Pharmaceuticals
GRPN,"Groupon, Inc.",2259537536,Technology,Advertising
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,238764251.2,Transportation,Aerospace
